latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
55.153330000000004,21.562260000000002,347.53,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,283.03,16.93,D
55.149980000000006,21.563579999999998,337.34,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,279.83,7.65,D
55.111709999999995,21.51289,328.28,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,280.29,5.59,D
55.109190000000005,21.52047,332.2,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,279.62,3.24,D
55.04796999999999,21.34831,330.02,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,279.12,8.62,D
55.043009999999995,21.33725,330.98,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,277.69,3.95,D
55.050380000000004,21.39309,334.96,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,289.34,20.2,D
55.051190000000005,21.39931,328.52,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,278.35,14.96,D
55.04705,21.39443,343.35,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,285.94,20.2,D
55.047869999999996,21.40064,330.23,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,285.11,14.96,D
55.04642,21.3956,339.97,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,288.44,16.29,D
55.04725,21.40181,329.48,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,278.93,16.29,D
55.04309,21.396929999999998,344.32,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,286.72,16.29,D
55.03976,21.39827,330.2,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,280.14,9.38,D
55.0406,21.40447,328.3,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,279.06,9.38,D
55.03644,21.3996,343.92,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,281.96,9.38,D
55.03726999999999,21.40581,330.43,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,284.58,9.38,D
55.03311,21.40094,351.91,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,284.45,7.93,D
55.03394,21.40714,346.93,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,281.69,7.93,D
54.78858,20.01928,327.98,0.39,0.36,2022-03-11,1119,1,VIIRS,n,2.0NRT,281.89,5.45,D
55.00116,21.58398,326.32,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,278.8,3.88,D
54.99782,21.5853,337.67,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,280.01,3.88,D
55.038759999999996,22.01269,325.04,0.41,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,278.56,3.99,D
55.03957,22.01906,327.14,0.41,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,277.02,3.13,D
54.96038000000001,21.567339999999998,327.57,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,279.91,3.43,D
54.9594,21.5627,329.67,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,280.89,2.67,D
54.833890000000004,20.76763,327.02,0.39,0.36,2022-03-11,1119,1,VIIRS,n,2.0NRT,279.46,2.28,D
54.84925,21.05578,342.18,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,286.51,11.28,D
54.850080000000005,21.061870000000003,329.86,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,285.46,11.28,D
54.84595,21.057129999999997,326.56,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,281.45,11.28,D
54.9127,21.58118,333.46,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,280.73,2.49,D
54.9883,22.30825,336.61,0.42,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,278.65,2.9,D
54.97233000000001,22.29406,331.42,0.42,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,280.4,5.56,D
54.787330000000004,21.01053,326.61,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,278.83,4.67,D
54.784859999999995,21.01795,327.99,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,278.87,4.05,D
54.94441,22.297829999999998,343.94,0.42,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,279.32,5.08,D
54.7752,21.0102,328.11,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,279.7,2.77,D
54.945440000000005,22.29821,332.6,0.42,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,278.53,4.95,D
54.77274,21.01761,326.76,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,279.13,2.76,D
54.86449,21.96906,330.81,0.41,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,285.18,15.19,D
54.86031,21.96404,327.81,0.41,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,279.69,2.72,D
54.6698,20.62773,334.23,0.39,0.36,2022-03-11,1119,1,VIIRS,n,2.0NRT,280.22,2.98,D
54.889619999999994,22.3058,330.65,0.42,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,277.84,2.43,D
54.6379,20.90989,325.27,0.39,0.36,2022-03-11,1119,1,VIIRS,n,2.0NRT,279.05,2.08,D
54.50322,19.9927,332.59,0.39,0.36,2022-03-11,1119,1,VIIRS,n,2.0NRT,280.3,4.03,D
54.499109999999995,19.98825,325.25,0.39,0.36,2022-03-11,1119,1,VIIRS,n,2.0NRT,279.76,1.86,D
54.48226,19.92089,345.58,0.39,0.36,2022-03-11,1119,1,VIIRS,n,2.0NRT,282.86,3.47,D
54.73993000000001,21.822370000000003,344.26,0.41,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,280.72,3.92,D
54.736580000000004,21.82367,331.98,0.41,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,281.44,3.92,D
54.828590000000005,22.54637,327.48,0.42,0.38,2022-03-11,1119,1,VIIRS,n,2.0NRT,278.94,3.63,D
54.80834,22.41246,328.67,0.42,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,279.78,5.86,D
54.6307,21.08464,346.13,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,284.59,17.29,D
